Year,Location,Plot_ID,Tray,Entry,Cross-Id,Cross,GH_Awns,Plot,PH,HD,Awns
2021,Plains,GA21_SunRil-259,81859,98,UX1997,LA09264C-P2/NC08-23383,-,259,NA,89,NA
2021,Plains,GA21_SunRil-260,81860,99,UX1997,LA09264C-P2/NC08-23383,-,260,NA,88,NA
2021,Plains,GA21_SunRil-261,81861,101,UX1997,LA09264C-P2/NC08-23383,+,261,NA,95,NA
2021,Plains,GA21_SunRil-262,81862,102,UX1997,LA09264C-P2/NC08-23383,-,262,NA,92,NA
2021,Plains,GA21_SunRil-263,81863,Hilliard,UX2013,Parent,+,263,NA,100,NA
2021,Plains,GA21_SunRil-264,81864,GA00190-7A14,UX2013,Parent,+,264,NA,92,NA
2021,Plains,GA21_SunRil-265,81865,143,UX2013,HILLIARD/GA00190-7A14,+,265,NA,99,NA
2021,Plains,GA21_SunRil-266,81866,144,UX2013,HILLIARD/GA00190-7A14,+,266,NA,87,NA
2021,Plains,GA21_SunRil-267,81867,145,UX2013,HILLIARD/GA00190-7A14,+,267,NA,95,NA
2021,Plains,GA21_SunRil-268,81868,146,UX2013,HILLIARD/GA00190-7A14,+,268,NA,102,NA
2021,Plains,GA21_SunRil-269,81869,148,UX2013,HILLIARD/GA00190-7A14,+,269,NA,90,NA
2021,Plains,GA21_SunRil-270,81870,149,UX2013,HILLIARD/GA00190-7A14,+,270,NA,88,NA
2021,Plains,GA21_SunRil-271,81871,150,UX2013,HILLIARD/GA00190-7A14,+,271,NA,99,NA
2021,Plains,GA21_SunRil-272,81872,151,UX2013,HILLIARD/GA00190-7A14,+,272,NA,103,NA
2021,Plains,GA21_SunRil-273,81873,153,UX2013,HILLIARD/GA00190-7A14,+,273,NA,90,NA
2021,Plains,GA21_SunRil-274,81874,154,UX2013,HILLIARD/GA00190-7A14,+,274,NA,92,NA
2021,Plains,GA21_SunRil-275,81875,155,UX2013,HILLIARD/GA00190-7A14,+,275,NA,95,NA
2021,Plains,GA21_SunRil-276,81876,156,UX2013,HILLIARD/GA00190-7A14,+,276,NA,90,NA
2021,Plains,GA21_SunRil-277,81877,157,UX2013,HILLIARD/GA00190-7A14,+,277,NA,92,NA
2021,Plains,GA21_SunRil-278,81878,161,UX2013,HILLIARD/GA00190-7A14,+,278,NA,98,NA
2021,Plains,GA21_SunRil-279,81879,158,UX2013,HILLIARD/GA00190-7A14,+,279,NA,98,NA
2021,Plains,GA21_SunRil-280,81880,160,UX2013,HILLIARD/GA00190-7A14,+,280,NA,97,NA
2021,Plains,GA21_SunRil-281,81881,166,UX2013,HILLIARD/GA00190-7A14,+,281,NA,97,NA
2021,Plains,GA21_SunRil-282,81882,169,UX2013,HILLIARD/GA00190-7A14,+,282,NA,99,NA
2021,Plains,GA21_SunRil-283,81883,171,UX2013,HILLIARD/GA00190-7A14,+,283,NA,92,NA
2021,Plains,GA21_SunRil-284,81884,172,UX2013,HILLIARD/GA00190-7A14,+,284,NA,100,NA
2021,Plains,GA21_SunRil-285,81885,174,UX2013,HILLIARD/GA00190-7A14,+,285,NA,90,NA
2021,Plains,GA21_SunRil-286,81886,175,UX2013,HILLIARD/GA00190-7A14,+,286,NA,88,NA
2021,Plains,GA21_SunRil-287,81887,173,UX2013,HILLIARD/GA00190-7A14,+,287,NA,88,NA
2021,Plains,GA21_SunRil-288,81888,177,UX2013,HILLIARD/GA00190-7A14,+,288,NA,92,NA
2021,Plains,GA21_SunRil-289,81889,179,UX2013,HILLIARD/GA00190-7A14,+,289,NA,92,NA
2021,Plains,GA21_SunRil-290,81890,180,UX2013,HILLIARD/GA00190-7A14,+,290,NA,100,NA
2021,Plains,GA21_SunRil-291,81891,181,UX2013,HILLIARD/GA00190-7A14,+,291,NA,88,NA
2021,Plains,GA21_SunRil-292,81892,182,UX2013,HILLIARD/GA00190-7A14,+,292,NA,91,NA
2021,Plains,GA21_SunRil-293,81893,185,UX2013,HILLIARD/GA00190-7A14,+,293,NA,87,NA
2021,Plains,GA21_SunRil-294,81894,186,UX2013,HILLIARD/GA00190-7A14,+,294,NA,89,NA
2021,Plains,GA21_SunRil-295,81895,187,UX2013,HILLIARD/GA00190-7A14,+,295,NA,91,NA
2021,Plains,GA21_SunRil-296,81896,190,UX2013,HILLIARD/GA00190-7A14,+,296,NA,95,NA
2021,Plains,GA21_SunRil-297,81897,192,UX2013,HILLIARD/GA00190-7A14,+,297,NA,96,NA
2021,Plains,GA21_SunRil-298,81898,193,UX2013,HILLIARD/GA00190-7A14,+,298,NA,100,NA
2021,Plains,GA21_SunRil-299,81899,194,UX2013,HILLIARD/GA00190-7A14,+,299,NA,93,NA
2021,Plains,GA21_SunRil-300,81900,195,UX2013,HILLIARD/GA00190-7A14,+,300,NA,96,NA
2021,Plains,GA21_SunRil-301,81901,183,UX2013,HILLIARD/GA00190-7A14,+,301,NA,93,NA
2021,Plains,GA21_SunRil-302,81902,199,UX2013,HILLIARD/GA00190-7A14,+,302,NA,87,NA
2021,Plains,GA21_SunRil-303,81903,AGS2000,UX2023,Parent,+,303,NA,89,NA
2021,Plains,GA21_SunRil-304,81904,Hilliard,UX2023,Parent,+,304,NA,100,NA
2021,Plains,GA21_SunRil-305,81905,127,UX2023,AGS2000/HILLIARD,+,305,NA,104,NA
2021,Plains,GA21_SunRil-306,81906,130,UX2023,AGS2000/HILLIARD,+,306,NA,100,NA
2021,Plains,GA21_SunRil-307,81907,137,UX2023,AGS2000/HILLIARD,+,307,NA,92,NA
2021,Plains,GA21_SunRil-308,81908,142,UX2023,AGS2000/HILLIARD,+,308,NA,99,NA
2021,Plains,GA21_SunRil-309,81909,145,UX2023,AGS2000/HILLIARD,+,309,NA,106,NA
2021,Plains,GA21_SunRil-310,81910,146,UX2023,AGS2000/HILLIARD,+,310,NA,98,NA
2021,Plains,GA21_SunRil-311,81911,147,UX2023,AGS2000/HILLIARD,+,311,NA,104,NA
2021,Plains,GA21_SunRil-312,81912,148,UX2023,AGS2000/HILLIARD,+,312,NA,106,NA
2021,Plains,GA21_SunRil-313,81913,149,UX2023,AGS2000/HILLIARD,+,313,NA,98,NA
2021,Plains,GA21_SunRil-314,81914,151,UX2023,AGS2000/HILLIARD,+,314,NA,108,NA
2021,Plains,GA21_SunRil-315,81915,152,UX2023,AGS2000/HILLIARD,+,315,NA,102,NA
2021,Plains,GA21_SunRil-316,81916,154,UX2023,AGS2000/HILLIARD,+,316,NA,95,NA
2021,Plains,GA21_SunRil-317,81917,155,UX2023,AGS2000/HILLIARD,+,317,NA,87,NA
2021,Plains,GA21_SunRil-318,81918,156,UX2023,AGS2000/HILLIARD,+,318,NA,100,NA
2021,Plains,GA21_SunRil-319,81919,158,UX2023,AGS2000/HILLIARD,+,319,NA,100,NA
2021,Plains,GA21_SunRil-320,81920,159,UX2023,AGS2000/HILLIARD,+,320,NA,89,NA
2021,Plains,GA21_SunRil-321,81921,160,UX2023,AGS2000/HILLIARD,+,321,NA,102,NA
2021,Plains,GA21_SunRil-322,81922,161,UX2023,AGS2000/HILLIARD,+,322,NA,99,NA
2021,Plains,GA21_SunRil-323,81923,162,UX2023,AGS2000/HILLIARD,+,323,NA,98,NA
2021,Plains,GA21_SunRil-324,81924,163,UX2023,AGS2000/HILLIARD,+,324,NA,88,NA
2021,Plains,GA21_SunRil-325,81925,165,UX2023,AGS2000/HILLIARD,+,325,NA,98,NA
2021,Plains,GA21_SunRil-326,81926,166,UX2023,AGS2000/HILLIARD,+,326,NA,103,NA
2021,Plains,GA21_SunRil-327,81927,167,UX2023,AGS2000/HILLIARD,+,327,NA,91,NA
2021,Plains,GA21_SunRil-328,81928,168,UX2023,AGS2000/HILLIARD,+,328,NA,98,NA
2021,Plains,GA21_SunRil-329,81929,169,UX2023,AGS2000/HILLIARD,+,329,NA,93,NA
2021,Plains,GA21_SunRil-330,81930,ARGA051160-14LE31,UX2026,Parent,-,330,NA,93,NA
2021,Plains,GA21_SunRil-331,81931,Hilliard,UX2026,Parent,+,331,NA,100,NA
2021,Plains,GA21_SunRil-332,81932,284,UX2026,ARGA051160-14LE31/HILLIARD,+,332,NA,93,NA
2021,Plains,GA21_SunRil-333,81933,285,UX2026,ARGA051160-14LE31/HILLIARD,+,333,NA,91,NA
2021,Plains,GA21_SunRil-334,81934,286,UX2026,ARGA051160-14LE31/HILLIARD,+,334,NA,98,NA
2021,Plains,GA21_SunRil-335,81935,290,UX2026,ARGA051160-14LE31/HILLIARD,+,335,NA,88,NA
2021,Plains,GA21_SunRil-336,81936,291,UX2026,ARGA051160-14LE31/HILLIARD,+,336,NA,92,NA
2021,Plains,GA21_SunRil-337,81937,292,UX2026,ARGA051160-14LE31/HILLIARD,+,337,NA,88,NA
2021,Plains,GA21_SunRil-338,81938,293,UX2026,ARGA051160-14LE31/HILLIARD,+,338,NA,92,NA
2021,Plains,GA21_SunRil-339,81939,299,UX2026,ARGA051160-14LE31/HILLIARD,-,339,NA,93,NA
2021,Plains,GA21_SunRil-340,81940,300,UX2026,ARGA051160-14LE31/HILLIARD,+,340,NA,89,NA
2021,Plains,GA21_SunRil-341,81941,309,UX2026,ARGA051160-14LE31/HILLIARD,+,341,NA,92,NA
2021,Plains,GA21_SunRil-342,81942,311,UX2026,ARGA051160-14LE31/HILLIARD,+,342,NA,98,NA
2021,Plains,GA21_SunRil-343,81943,314,UX2026,ARGA051160-14LE31/HILLIARD,-,343,NA,93,NA
2021,Plains,GA21_SunRil-344,81944,315,UX2026,ARGA051160-14LE31/HILLIARD,-,344,NA,97,NA
2021,Plains,GA21_SunRil-345,81945,316,UX2026,ARGA051160-14LE31/HILLIARD,+,345,NA,92,NA
2021,Plains,GA21_SunRil-346,81946,317,UX2026,ARGA051160-14LE31/HILLIARD,+,346,NA,92,NA
2021,Plains,GA21_SunRil-347,81947,318,UX2026,ARGA051160-14LE31/HILLIARD,+,347,NA,91,NA
2021,Plains,GA21_SunRil-348,81948,319,UX2026,ARGA051160-14LE31/HILLIARD,+,348,NA,99,NA
2021,Plains,GA21_SunRil-349,81949,320,UX2026,ARGA051160-14LE31/HILLIARD,+,349,NA,89,NA
2021,Plains,GA21_SunRil-350,81950,321,UX2026,ARGA051160-14LE31/HILLIARD,+,350,NA,93,NA
2021,Plains,GA21_SunRil-351,81951,322,UX2026,ARGA051160-14LE31/HILLIARD,+,351,NA,92,NA
2021,Plains,GA21_SunRil-352,81952,323,UX2026,ARGA051160-14LE31/HILLIARD,+,352,NA,91,NA
2021,Plains,GA21_SunRil-353,81953,324,UX2026,ARGA051160-14LE31/HILLIARD,+,353,NA,89,NA
2021,Plains,GA21_SunRil-354,81954,325,UX2026,ARGA051160-14LE31/HILLIARD,+,354,NA,89,NA
2021,Plains,GA21_SunRil-355,81955,326,UX2026,ARGA051160-14LE31/HILLIARD,+,355,NA,88,NA
2021,Plains,GA21_SunRil-356,81956,327,UX2026,ARGA051160-14LE31/HILLIARD,+,356,NA,92,NA
2021,Plains,GA21_SunRil-357,81957,328,UX2026,ARGA051160-14LE31/HILLIARD,+,357,NA,91,NA
2021,Plains,GA21_SunRil-358,81958,329,UX2026,ARGA051160-14LE31/HILLIARD,-,358,NA,89,NA
2021,Plains,GA21_SunRil-359,81959,331,UX2026,ARGA051160-14LE31/HILLIARD,+,359,NA,91,NA
2021,Plains,GA21_SunRil-360,81960,332,UX2026,ARGA051160-14LE31/HILLIARD,+,360,NA,100,NA
2021,Plains,GA21_SunRil-361,81961,333,UX2026,ARGA051160-14LE31/HILLIARD,-,361,NA,90,NA
2021,Plains,GA21_SunRil-362,81962,334,UX2026,ARGA051160-14LE31/HILLIARD,-,362,NA,92,NA
2021,Plains,GA21_SunRil-363,81963,335,UX2026,ARGA051160-14LE31/HILLIARD,-,363,NA,90,NA
2021,Plains,GA21_SunRil-364,81964,336,UX2026,ARGA051160-14LE31/HILLIARD,+,364,NA,90,NA
2021,Plains,GA21_SunRil-365,81965,337,UX2026,ARGA051160-14LE31/HILLIARD,+,365,NA,89,NA
2021,Plains,GA21_SunRil-366,81966,338,UX2026,ARGA051160-14LE31/HILLIARD,-,366,NA,97,NA
2021,Plains,GA21_SunRil-367,81967,339,UX2026,ARGA051160-14LE31/HILLIARD,-,367,NA,89,NA
2021,Plains,GA21_SunRil-368,81968,340,UX2026,ARGA051160-14LE31/HILLIARD,-,368,NA,96,NA
2021,Plains,GA21_SunRil-369,81969,342,UX2026,ARGA051160-14LE31/HILLIARD,-,369,NA,97,NA
2021,Plains,GA21_SunRil-370,81970,343,UX2026,ARGA051160-14LE31/HILLIARD,+,370,NA,90,NA
2021,Plains,GA21_SunRil-371,81971,344,UX2026,ARGA051160-14LE31/HILLIARD,-,371,NA,90,NA
2021,Plains,GA21_SunRil-372,81972,SCTX98-27C1,UX2008,Parent,+,372,NA,88,NA
2021,Plains,GA21_SunRil-373,81973,GA05450-EL52,UX2008,Parent,+,373,NA,85,NA
2021,Plains,GA21_SunRil-374,81974,133,UX2008,SCTX98-27C1/GA05450-EL52,+,374,NA,86,NA
2021,Plains,GA21_SunRil-375,81975,134,UX2008,SCTX98-27C1/GA05450-EL52,+,375,NA,85,NA
2021,Plains,GA21_SunRil-376,81976,135,UX2008,SCTX98-27C1/GA05450-EL52,+,376,NA,87,NA
2021,Plains,GA21_SunRil-377,81977,136,UX2008,SCTX98-27C1/GA05450-EL52,+,377,NA,87,NA
2021,Plains,GA21_SunRil-378,81978,131,UX2008,SCTX98-27C1/GA05450-EL52,+,378,NA,86,NA
2021,Plains,GA21_SunRil-379,81979,132,UX2008,SCTX98-27C1/GA05450-EL52,+,379,NA,86,NA
2021,Plains,GA21_SunRil-380,81980,137,UX2008,SCTX98-27C1/GA05450-EL52,+,380,NA,91,NA
2021,Plains,GA21_SunRil-381,81981,138,UX2008,SCTX98-27C1/GA05450-EL52,+,381,NA,87,NA
2021,Plains,GA21_SunRil-382,81982,139,UX2008,SCTX98-27C1/GA05450-EL52,+,382,NA,87,NA
2021,Plains,GA21_SunRil-383,81983,141,UX2008,SCTX98-27C1/GA05450-EL52,+,383,NA,89,NA
2021,Plains,GA21_SunRil-384,81984,142,UX2008,SCTX98-27C1/GA05450-EL52,+,384,NA,100,NA
2021,Plains,GA21_SunRil-385,81985,143,UX2008,SCTX98-27C1/GA05450-EL52,+,385,NA,86,NA
2021,Plains,GA21_SunRil-386,81986,144,UX2008,SCTX98-27C1/GA05450-EL52,+,386,NA,87,NA
2021,Plains,GA21_SunRil-387,81987,161,UX2008,SCTX98-27C1/GA05450-EL52,+,387,NA,86,NA
2021,Plains,GA21_SunRil-388,81988,145,UX2008,SCTX98-27C1/GA05450-EL52,+,388,NA,91,NA
2021,Plains,GA21_SunRil-389,81989,147,UX2008,SCTX98-27C1/GA05450-EL52,+,389,NA,104,NA
2021,Plains,GA21_SunRil-390,81990,149,UX2008,SCTX98-27C1/GA05450-EL52,+,390,NA,88,NA
2021,Plains,GA21_SunRil-391,81991,150,UX2008,SCTX98-27C1/GA05450-EL52,+,391,NA,88,NA
2021,Plains,GA21_SunRil-392,81992,151,UX2008,SCTX98-27C1/GA05450-EL52,+,392,NA,88,NA
2021,Plains,GA21_SunRil-393,81993,152,UX2008,SCTX98-27C1/GA05450-EL52,+,393,NA,86,NA
2021,Plains,GA21_SunRil-394,81994,160,UX2008,SCTX98-27C1/GA05450-EL52,+,394,NA,85,NA
2021,Plains,GA21_SunRil-395,81995,153,UX2008,SCTX98-27C1/GA05450-EL52,+,395,NA,88,NA
2021,Plains,GA21_SunRil-396,81996,155,UX2008,SCTX98-27C1/GA05450-EL52,+,396,NA,89,NA
2021,Plains,GA21_SunRil-397,81997,156,UX2008,SCTX98-27C1/GA05450-EL52,+,397,NA,103,NA
2021,Plains,GA21_SunRil-398,81998,157,UX2008,SCTX98-27C1/GA05450-EL52,+,398,NA,87,NA
2021,Plains,GA21_SunRil-399,81999,158,UX2008,SCTX98-27C1/GA05450-EL52,+,399,NA,88,NA
2021,Plains,GA21_SunRil-400,82000,159,UX2008,SCTX98-27C1/GA05450-EL52,+,400,NA,89,NA
2021,Warsaw,VA21_SunRils-1,1.1.1,Barley,UX1992,Marker,+,1,NA,113,
2021,Warsaw,VA21_SunRils-2,1.1.2,Hilliard,UX1992,Parent,+,2,NA,118,1
2021,Warsaw,VA21_SunRils-3,1.1.3,GA06493-13LE6,UX1992,Parent,+,3,NA,120,1
2021,Warsaw,VA21_SunRils-4,1.1.4,210,UX1992,GA06493-13LE6/HILLIARD,+,4,NA,119,1
2021,Warsaw,VA21_SunRils-5,1.2.1,211,UX1992,GA06493-13LE6/HILLIARD,+,5,NA,120,1
2021,Warsaw,VA21_SunRils-6,1.2.2,212,UX1992,GA06493-13LE6/HILLIARD,+,6,NA,120,1
2021,Warsaw,VA21_SunRils-7,1.2.3,213,UX1992,GA06493-13LE6/HILLIARD,+,7,NA,118,1
2021,Warsaw,VA21_SunRils-8,1.2.4,214,UX1992,GA06493-13LE6/HILLIARD,+,8,NA,117,1
2021,Warsaw,VA21_SunRils-9,1.3.1,215,UX1992,GA06493-13LE6/HILLIARD,+,9,NA,117,1
2021,Warsaw,VA21_SunRils-10,1.3.2,216,UX1992,GA06493-13LE6/HILLIARD,+,10,NA,120,1
2021,Warsaw,VA21_SunRils-11,1.3.3,217,UX1992,GA06493-13LE6/HILLIARD,+,11,NA,117,1
2021,Warsaw,VA21_SunRils-12,1.3.4,218,UX1992,GA06493-13LE6/HILLIARD,+,12,NA,118,1
2021,Warsaw,VA21_SunRils-13,1.4.1,219,UX1992,GA06493-13LE6/HILLIARD,+,13,NA,119,1
2021,Warsaw,VA21_SunRils-14,1.4.2,221,UX1992,GA06493-13LE6/HILLIARD,+,14,NA,118,1
2021,Warsaw,VA21_SunRils-15,1.4.3,222,UX1992,GA06493-13LE6/HILLIARD,+,15,NA,119,1
2021,Warsaw,VA21_SunRils-16,1.4.4,223,UX1992,GA06493-13LE6/HILLIARD,+,16,NA,116,1
2021,Warsaw,VA21_SunRils-17,1.5.1,224,UX1992,GA06493-13LE6/HILLIARD,+,17,NA,118,1
2021,Warsaw,VA21_SunRils-18,1.5.2,225,UX1992,GA06493-13LE6/HILLIARD,+,18,NA,119,1
2021,Warsaw,VA21_SunRils-19,1.5.3,226,UX1992,GA06493-13LE6/HILLIARD,+,19,NA,118,1
2021,Warsaw,VA21_SunRils-20,1.5.4,227,UX1992,GA06493-13LE6/HILLIARD,+,20,NA,117,1
2021,Warsaw,VA21_SunRils-21,1.6.1,228,UX1992,GA06493-13LE6/HILLIARD,+,21,NA,118,1
2021,Warsaw,VA21_SunRils-22,1.6.2,229,UX1992,GA06493-13LE6/HILLIARD,+,22,NA,119,1
2021,Warsaw,VA21_SunRils-23,1.6.3,230,UX1992,GA06493-13LE6/HILLIARD,+,23,NA,118,1
2021,Warsaw,VA21_SunRils-24,1.6.4,231,UX1992,GA06493-13LE6/HILLIARD,+,24,NA,119,1
2021,Warsaw,VA21_SunRils-25,1.7.1,232,UX1992,GA06493-13LE6/HILLIARD,+,25,NA,118,1
2021,Warsaw,VA21_SunRils-26,1.7.2,233,UX1992,GA06493-13LE6/HILLIARD,+,26,NA,120,1
2021,Warsaw,VA21_SunRils-27,1.7.3,234,UX1992,GA06493-13LE6/HILLIARD,+,27,NA,118,1
2021,Warsaw,VA21_SunRils-28,1.7.4,235,UX1992,GA06493-13LE6/HILLIARD,+,28,NA,117,1
2021,Warsaw,VA21_SunRils-29,1.8.1,236,UX1992,GA06493-13LE6/HILLIARD,+,29,NA,119,1
2021,Warsaw,VA21_SunRils-30,1.8.2,237,UX1992,GA06493-13LE6/HILLIARD,+,30,NA,119,1
2021,Warsaw,VA21_SunRils-31,1.8.3,238,UX1992,GA06493-13LE6/HILLIARD,+,31,NA,116,1
2021,Warsaw,VA21_SunRils-32,1.8.4,239,UX1992,GA06493-13LE6/HILLIARD,+,32,NA,118,1
2021,Warsaw,VA21_SunRils-33,1.9.1,240,UX1992,GA06493-13LE6/HILLIARD,+,33,NA,114,1
2021,Warsaw,VA21_SunRils-34,1.9.2,241,UX1992,GA06493-13LE6/HILLIARD,+,34,NA,116,1
2021,Warsaw,VA21_SunRils-35,1.9.3,242,UX1992,GA06493-13LE6/HILLIARD,+,35,NA,120,1
2021,Warsaw,VA21_SunRils-36,1.9.4,Hilliard,UX1993,Parent,+,36,NA,116,1
2021,Warsaw,VA21_SunRils-37,1.10.1,GA01138-8E36,UX1993,Parent,+,37,NA,119,1
2021,Warsaw,VA21_SunRils-38,1.10.2,1,UX1993,GA001138-8E36/HILLIARD,+,38,NA,113,1
2021,Warsaw,VA21_SunRils-39,1.10.3,2,UX1993,GA001138-8E36/HILLIARD,+,39,NA,118,1
2021,Warsaw,VA21_SunRils-40,1.10.4,3,UX1993,GA001138-8E36/HILLIARD,+,40,NA,118,1
2021,Warsaw,VA21_SunRils-41,1.11.1,4,UX1993,GA001138-8E36/HILLIARD,+,41,NA,118,1
2021,Warsaw,VA21_SunRils-42,1.11.2,5,UX1993,GA001138-8E36/HILLIARD,+,42,NA,114,1
2021,Warsaw,VA21_SunRils-43,1.11.3,6,UX1993,GA001138-8E36/HILLIARD,+,43,NA,125,1
2021,Warsaw,VA21_SunRils-44,1.11.4,7,UX1993,GA001138-8E36/HILLIARD,+,44,NA,120,1
2021,Warsaw,VA21_SunRils-45,1.12.1,8,UX1993,GA001138-8E36/HILLIARD,+,45,NA,116,1
2021,Warsaw,VA21_SunRils-46,1.12.2,9,UX1993,GA001138-8E36/HILLIARD,+,46,NA,118,1
2021,Warsaw,VA21_SunRils-47,1.12.3,10,UX1993,GA001138-8E36/HILLIARD,+,47,NA,120,1
2021,Warsaw,VA21_SunRils-48,1.12.4,11,UX1993,GA001138-8E36/HILLIARD,+,48,NA,113,1
2021,Warsaw,VA21_SunRils-49,1.13.1,13,UX1993,GA001138-8E36/HILLIARD,+,49,NA,114,1
2021,Warsaw,VA21_SunRils-50,1.13.2,14,UX1993,GA001138-8E36/HILLIARD,+,50,NA,118,1
2021,Warsaw,VA21_SunRils-51,1.13.3,16,UX1993,GA001138-8E36/HILLIARD,+,51,NA,120,1
2021,Warsaw,VA21_SunRils-52,1.13.4,17,UX1993,GA001138-8E36/HILLIARD,+,52,NA,118,1
2021,Warsaw,VA21_SunRils-53,1.14.1,18,UX1993,GA001138-8E36/HILLIARD,+,53,NA,120,1
2021,Warsaw,VA21_SunRils-54,1.14.2,19,UX1993,GA001138-8E36/HILLIARD,+,54,NA,116,1
2021,Warsaw,VA21_SunRils-55,1.14.3,21,UX1993,GA001138-8E36/HILLIARD,+,55,NA,118,1
2021,Warsaw,VA21_SunRils-56,1.14.4,22,UX1993,GA001138-8E36/HILLIARD,+,56,NA,118,1
2021,Warsaw,VA21_SunRils-57,1.15.1,23,UX1993,GA001138-8E36/HILLIARD,+,57,NA,118,1
2021,Warsaw,VA21_SunRils-58,1.15.2,24,UX1993,GA001138-8E36/HILLIARD,+,58,NA,116,1
2021,Warsaw,VA21_SunRils-59,1.15.3,25,UX1993,GA001138-8E36/HILLIARD,+,59,NA,121,1
2021,Warsaw,VA21_SunRils-60,1.15.4,26,UX1993,GA001138-8E36/HILLIARD,+,60,NA,118,1
2021,Warsaw,VA21_SunRils-61,1.16.1,28,UX1993,GA001138-8E36/HILLIARD,+,61,NA,127,1
2021,Warsaw,VA21_SunRils-62,1.16.2,29,UX1993,GA001138-8E36/HILLIARD,+,62,NA,118,1
2021,Warsaw,VA21_SunRils-63,1.16.3,30,UX1993,GA001138-8E36/HILLIARD,+,63,NA,113,1
2021,Warsaw,VA21_SunRils-64,1.16.4,31,UX1993,GA001138-8E36/HILLIARD,+,64,NA,123,1
2021,Warsaw,VA21_SunRils-65,1.17.1,32,UX1993,GA001138-8E36/HILLIARD,+,65,NA,120,1
2021,Warsaw,VA21_SunRils-66,1.17.2,33,UX1993,GA001138-8E36/HILLIARD,+,66,NA,119,1
2021,Warsaw,VA21_SunRils-67,1.17.3,34,UX1993,GA001138-8E36/HILLIARD,+,67,NA,123,1
2021,Warsaw,VA21_SunRils-68,1.17.4,35,UX1993,GA001138-8E36/HILLIARD,+,68,NA,116,1
2021,Warsaw,VA21_SunRils-69,1.18.1,36,UX1993,GA001138-8E36/HILLIARD,+,69,NA,116,1
2021,Warsaw,VA21_SunRils-70,1.18.2,37,UX1993,GA001138-8E36/HILLIARD,+,70,NA,113,1
2021,Warsaw,VA21_SunRils-71,1.18.3,38,UX1993,GA001138-8E36/HILLIARD,+,71,NA,120,1
2021,Warsaw,VA21_SunRils-72,1.18.4,40,UX1993,GA001138-8E36/HILLIARD,+,72,NA,121,1
2021,Warsaw,VA21_SunRils-73,1.19.1,41,UX1993,GA001138-8E36/HILLIARD,+,73,NA,125,1
2021,Warsaw,VA21_SunRils-74,1.19.2,42,UX1993,GA001138-8E36/HILLIARD,+,74,NA,120,1
2021,Warsaw,VA21_SunRils-75,1.19.3,43,UX1993,GA001138-8E36/HILLIARD,+,75,NA,113,1
2021,Warsaw,VA21_SunRils-76,1.19.4,44,UX1993,GA001138-8E36/HILLIARD,+,76,NA,114,1
2021,Warsaw,VA21_SunRils-77,1.20.1,45,UX1993,GA001138-8E36/HILLIARD,+,77,NA,120,1
2021,Warsaw,VA21_SunRils-78,1.20.2,46,UX1993,GA001138-8E36/HILLIARD,+,78,NA,114,1
2021,Warsaw,VA21_SunRils-79,1.20.3,47,UX1993,GA001138-8E36/HILLIARD,+,79,NA,116,1
2021,Warsaw,VA21_SunRils-80,1.20.4,48,UX1993,GA001138-8E36/HILLIARD,+,80,NA,120,1
2021,Warsaw,VA21_SunRils-81,2.1.1,49,UX1993,GA001138-8E36/HILLIARD,+,81,92.5,120,1
2021,Warsaw,VA21_SunRils-82,2.1.2,Barley,UX1993,Marker,+,82,NA,113,1
2021,Warsaw,VA21_SunRils-83,2.1.3,50,UX1993,GA001138-8E36/HILLIARD,+,83,105,118,1
2021,Warsaw,VA21_SunRils-84,2.1.4,51,UX1993,GA001138-8E36/HILLIARD,+,84,95,116,1
2021,Warsaw,VA21_SunRils-85,2.2.1,52,UX1993,GA001138-8E36/HILLIARD,+,85,85,125,1
2021,Warsaw,VA21_SunRils-86,2.2.2,55,UX1993,GA001138-8E36/HILLIARD,+,86,85,127,1
2021,Warsaw,VA21_SunRils-87,2.2.3,56,UX1993,GA001138-8E36/HILLIARD,+,87,100,120,1
2021,Warsaw,VA21_SunRils-88,2.2.4,57,UX1993,GA001138-8E36/HILLIARD,+,88,87.5,116,1
2021,Warsaw,VA21_SunRils-89,2.3.1,59,UX1993,GA001138-8E36/HILLIARD,+,89,97.5,123,1
2021,Warsaw,VA21_SunRils-90,2.3.2,LA09264C-P2,UX1997,Parent,+,90,92.5,116,1
2021,Warsaw,VA21_SunRils-91,2.3.3,NC08-233-83,UX1997,Parent,-,91,87.5,121,0
2021,Warsaw,VA21_SunRils-92,2.3.4,1,UX1997,LA09264C-P2/NC08-23383,-,92,107.5,120,0
2021,Warsaw,VA21_SunRils-93,2.4.1,2,UX1997,LA09264C-P2/NC08-23383,-,93,92.5,120,0
2021,Warsaw,VA21_SunRils-94,2.4.2,3,UX1997,LA09264C-P2/NC08-23383,-,94,105,121,0
2021,Warsaw,VA21_SunRils-95,2.4.3,4,UX1997,LA09264C-P2/NC08-23383,-,95,90,121,mix
2021,Warsaw,VA21_SunRils-96,2.4.4,5,UX1997,LA09264C-P2/NC08-23383,-,96,82.5,121,0
2021,Warsaw,VA21_SunRils-97,2.5.1,6,UX1997,LA09264C-P2/NC08-23383,+,97,85,118,
2021,Warsaw,VA21_SunRils-98,2.5.2,7,UX1997,LA09264C-P2/NC08-23383,+,98,85,119,1
2021,Warsaw,VA21_SunRils-99,2.5.3,8,UX1997,LA09264C-P2/NC08-23383,+,99,92.5,116,1
